Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,LoanAmount_log,ApplicantIncome_log,TotalIncome,TotalIncome_log,LoanAmount_sqrt,EMI,Loan_Income_Ratio
LP001116,Male,0,0,Not Graduate,0,3748,1668.0,110.0,360.0,1.0,Semiurban,1,4.709530201312334,8.229244416735913,5416.0,8.597297435657898,10.488088481701515,0.3055555555555556,5.641720006564911e-05
LP001119,Male,0,0,Graduate,0,3600,0.0,80.0,360.0,1.0,Urban,0,4.394449154672439,8.188966863648876,3600.0,8.188966863648876,8.94427190999916,0.2222222222222222,6.17283950617284e-05
LP001120,Male,0,0,Graduate,0,1800,1213.0,47.0,360.0,1.0,Urban,1,3.8712010109078907,7.496097345175956,3013.0,8.01102337918644,6.855654600401044,0.13055555555555556,4.333075192683557e-05
LP001123,Male,1,0,Graduate,0,2400,0.0,75.0,360.0,1.0,Urban,1,4.330733340286331,7.783640596221253,2400.0,7.783640596221253,8.660254037844387,0.20833333333333334,8.680555555555556e-05
LP001131,Male,1,0,Graduate,0,3941,2336.0,134.0,360.0,1.0,Semiurban,1,4.90527477843843,8.279443487712665,6277.0,8.744806737401898,11.575836902790225,0.37222222222222223,5.929938222434638e-05
LP001136,Male,1,0,Not Graduate,1,4695,0.0,96.0,360.0,1.0,Urban,1,4.574710978503383,8.454466361507933,4695.0,8.454466361507933,9.797958971132712,0.26666666666666666,5.679801206957756e-05
LP001137,Female,0,0,Graduate,0,3410,0.0,88.0,360.0,1.0,Urban,1,4.48863636973214,8.134760782418645,3410.0,8.134760782418645,9.38083151964686,0.24444444444444444,7.168458781362007e-05
LP001138,Male,1,1,Graduate,0,5649,0.0,44.0,360.0,1.0,Urban,1,3.8066624897703196,8.639410824140487,5649.0,8.639410824140487,6.6332495807108,0.12222222222222222,2.163608111563502e-05
LP001144,Male,1,0,Graduate,0,5821,0.0,144.0,360.0,1.0,Urban,1,4.976733742420574,8.669399124305569,5821.0,8.669399124305569,12.0,0.4,6.871671534100671e-05
LP001146,Female,1,0,Graduate,0,2645,3440.0,120.0,360.0,0.0,Urban,0,4.795790545596741,7.880804344674901,6085.0,8.713746330456916,10.954451150103322,0.3333333333333333,5.477951246233908e-05
LP001151,Female,0,0,Graduate,0,4000,2275.0,144.0,360.0,1.0,Semiurban,1,4.976733742420574,8.294299608857235,6275.0,8.744488113852924,12.0,0.4,6.374501992031872e-05
LP001155,Female,1,0,Not Graduate,0,1928,1644.0,100.0,360.0,1.0,Semiurban,1,4.61512051684126,7.564757012905729,3572.0,8.181160858023409,10.0,0.2777777777777778,7.776533532412593e-05
LP001157,Female,0,0,Graduate,0,3086,0.0,120.0,360.0,1.0,Semiurban,1,4.795790545596741,8.034955024502159,3086.0,8.034955024502159,10.954451150103322,0.3333333333333333,0.0001080146899978397
LP001164,Female,0,0,Graduate,0,4230,0.0,112.0,360.0,1.0,Semiurban,0,4.727387818712341,8.350193650720067,4230.0,8.350193650720067,10.583005244258363,0.3111111111111111,7.354872603099553e-05
LP001179,Male,1,2,Graduate,0,4616,0.0,134.0,360.0,1.0,Urban,0,4.90527477843843,8.43750042250699,4616.0,8.43750042250699,11.575836902790225,0.37222222222222223,8.063739649528212e-05
LP001186,Female,1,1,Graduate,1,11500,0.0,286.0,360.0,0.0,Urban,0,5.659482215759621,9.350189267092581,11500.0,9.350189267092581,16.911534525287763,0.7944444444444444,6.908212560386473e-05
LP001194,Male,1,2,Graduate,0,2708,1167.0,97.0,360.0,1.0,Semiurban,1,4.584967478670572,7.904334842085095,3875.0,8.262558973010657,9.848857801796104,0.26944444444444443,6.953405017921147e-05
LP001195,Male,1,0,Graduate,0,2132,1591.0,96.0,360.0,1.0,Semiurban,1,4.574710978503383,7.665284718471351,3723.0,8.222553638396958,9.797958971132712,0.26666666666666666,7.162682424568e-05
LP001197,Male,1,0,Graduate,0,3366,2200.0,135.0,360.0,1.0,Rural,0,4.912654885736052,8.121777419161074,5566.0,8.624611588183507,11.61895003862225,0.375,6.737333812432626e-05
LP001198,Male,1,1,Graduate,0,8080,2250.0,180.0,360.0,1.0,Urban,1,5.198497031265826,8.997270906233448,10330.0,9.242904362849446,13.416407864998739,0.5,4.84027105517909e-05
LP001199,Male,1,2,Not Graduate,0,3357,2859.0,144.0,360.0,1.0,Urban,1,4.976733742420574,8.119100837637486,6216.0,8.735042754269337,12.0,0.4,6.435006435006436e-05
LP001205,Male,1,0,Graduate,0,2500,3796.0,120.0,360.0,1.0,Urban,1,4.795790545596741,7.824445930877619,6296.0,8.747828608488742,10.954451150103322,0.3333333333333333,5.2943667937314695e-05
LP001206,Male,1,3+,Graduate,0,3029,0.0,99.0,360.0,1.0,Urban,1,4.605170185988092,8.016317898503415,3029.0,8.016317898503415,9.9498743710662,0.275,9.078903928689337e-05
LP001207,Male,1,0,Not Graduate,1,2609,3449.0,165.0,180.0,0.0,Rural,0,5.111987788356544,7.867105500316739,6058.0,8.70930004894499,12.84523257866513,0.9166666666666666,0.0001513150654781556
LP001213,Male,1,1,Graduate,0,4945,0.0,128.0,360.0,0.0,Rural,0,4.859812404361672,8.506334448081361,4945.0,8.506334448081361,11.313708498984761,0.35555555555555557,7.190203347938433e-05
LP001222,Female,0,0,Graduate,0,4166,0.0,116.0,360.0,0.0,Semiurban,0,4.762173934797756,8.334951631422454,4166.0,8.334951631422454,10.770329614269007,0.32222222222222224,7.734570864671681e-05
LP001225,Male,1,0,Graduate,0,5726,4595.0,258.0,360.0,1.0,Semiurban,0,5.556828061699537,8.652947112393857,10321.0,9.242032818708672,16.06237840420901,0.7166666666666667,6.943771598359332e-05
LP001228,Male,0,0,Not Graduate,0,3200,2254.0,126.0,180.0,0.0,Urban,0,4.844187086458591,8.071218539969863,5454.0,8.604287898267172,11.224972160321824,0.7,0.00012834616795012833
LP001233,Male,1,1,Graduate,0,10750,0.0,312.0,360.0,1.0,Urban,1,5.746203190540153,9.282754052485227,10750.0,9.282754052485227,17.663521732655695,0.8666666666666667,8.062015503875969e-05
LP001238,Male,1,3+,Not Graduate,1,7100,0.0,125.0,60.0,1.0,Urban,1,4.836281906951478,8.867990898182093,7100.0,8.867990898182093,11.180339887498949,2.0833333333333335,0.00029342723004694836
LP001241,Female,0,0,Graduate,0,4300,0.0,136.0,360.0,0.0,Semiurban,0,4.919980925828125,8.366602832783736,4300.0,8.366602832783736,11.661903789690601,0.37777777777777777,8.785529715762273e-05
LP001243,Male,1,0,Graduate,0,3208,3066.0,172.0,360.0,1.0,Urban,1,5.153291594497779,8.073714641109857,6274.0,8.744328763999984,13.114877048604,0.4777777777777778,7.615202068501399e-05
LP001245,Male,1,2,Not Graduate,1,1875,1875.0,97.0,360.0,1.0,Semiurban,1,4.584967478670572,7.53689712956617,3750.0,8.229777750081887,9.848857801796104,0.26944444444444443,7.185185185185185e-05
LP001248,Male,0,0,Graduate,0,3500,0.0,81.0,300.0,1.0,Semiurban,1,4.406719247264253,8.160803920954665,3500.0,8.160803920954665,9.0,0.27,7.714285714285715e-05
LP001250,Male,1,3+,Not Graduate,0,4755,0.0,95.0,360.0,0.0,Semiurban,0,4.564348191467836,8.467162257810672,4755.0,8.467162257810672,9.746794344808963,0.2638888888888889,5.549713751606496e-05
LP001253,Male,1,3+,Graduate,1,5266,1774.0,187.0,360.0,1.0,Semiurban,1,5.236441962829949,8.569216219483389,7040.0,8.859505484519133,13.674794331177344,0.5194444444444445,7.378472222222222e-05
LP001255,Male,0,0,Graduate,0,3750,0.0,113.0,480.0,1.0,Urban,0,4.736198448394496,8.229777750081887,3750.0,8.229777750081887,10.63014581273465,0.23541666666666666,6.277777777777778e-05
LP001256,Male,0,0,Graduate,0,3750,4750.0,176.0,360.0,1.0,Urban,0,5.176149732573829,8.229777750081887,8500.0,9.04793908261736,13.2664991614216,0.4888888888888889,5.7516339869281044e-05
LP001259,Male,1,1,Graduate,1,1000,3022.0,110.0,360.0,1.0,Urban,0,4.709530201312334,6.90875477931522,4022.0,8.299783171949787,10.488088481701515,0.3055555555555556,7.597104812420576e-05
LP001263,Male,1,3+,Graduate,0,3167,4000.0,180.0,300.0,0.0,Semiurban,0,5.198497031265826,8.060855752934316,7167.0,8.877381954654766,13.416407864998739,0.6,8.371703641691084e-05
LP001264,Male,1,3+,Not Graduate,1,3333,2166.0,130.0,360.0,1.0,Semiurban,1,4.875197323201151,8.111928063310739,5499.0,8.612503371220562,11.40175425099138,0.3611111111111111,6.566850538481745e-05
LP001265,Female,0,0,Graduate,0,3846,0.0,111.0,360.0,1.0,Semiurban,1,4.718498871295094,8.255048902752295,3846.0,8.255048902752295,10.535653752852738,0.30833333333333335,8.016987346160514e-05
LP001266,Male,1,1,Graduate,1,2395,0.0,128.0,360.0,1.0,Semiurban,1,4.859812404361672,7.78155595923534,2395.0,7.78155595923534,11.313708498984761,0.35555555555555557,0.00014845743446996058
LP001267,Female,1,2,Graduate,0,1378,1881.0,167.0,360.0,1.0,Urban,0,5.123963979403259,7.229113877793302,3259.0,8.089482474360754,12.922847983320086,0.4638888888888889,0.00014234086802359278
LP001273,Male,1,0,Graduate,0,6000,2250.0,265.0,360.0,1.0,Semiurban,0,5.583496308781699,8.699681400989514,8250.0,9.018089684104343,16.278820596099706,0.7361111111111112,8.922558922558923e-05
LP001275,Male,1,1,Graduate,0,3988,0.0,50.0,240.0,1.0,Urban,1,3.9318256327243257,8.291295851905407,3988.0,8.291295851905407,7.0710678118654755,0.20833333333333334,5.224005349381478e-05
LP001279,Male,0,0,Graduate,0,2366,2531.0,136.0,360.0,1.0,Semiurban,1,4.919980925828125,7.769378609513984,4897.0,8.496582237512113,11.661903789690601,0.37777777777777777,7.714473714065301e-05
LP001280,Male,1,2,Not Graduate,0,3333,2000.0,99.0,360.0,1.0,Semiurban,1,4.605170185988092,8.111928063310739,5333.0,8.58185670474196,9.9498743710662,0.275,5.1565722857678607e-05
LP001282,Male,1,0,Graduate,0,2500,2118.0,104.0,360.0,1.0,Semiurban,1,4.653960350157523,7.824445930877619,4618.0,8.437933510430605,10.198039027185569,0.28888888888888886,6.255714354458399e-05
LP001289,Male,0,0,Graduate,0,8566,0.0,210.0,360.0,1.0,Urban,1,5.351858133476067,9.055672891964043,8566.0,9.055672891964043,14.491376746189438,0.5833333333333334,6.809868472254651e-05
LP001310,Male,1,0,Graduate,0,5695,4167.0,175.0,360.0,1.0,Semiurban,1,5.170483995038151,8.647519453091812,9862.0,9.196545660953994,13.228756555322953,0.4861111111111111,4.9291331485612566e-05
LP001316,Male,1,0,Graduate,0,2958,2900.0,131.0,360.0,1.0,Semiurban,1,4.882801922586371,7.99260665240021,5858.0,8.675734219544788,11.445523142259598,0.3638888888888889,6.21182807935966e-05
LP001318,Male,1,2,Graduate,0,6250,5654.0,188.0,180.0,1.0,Semiurban,1,5.241747015059643,8.740496729931813,11904.0,9.384713758920963,13.711309200802088,1.0444444444444445,8.773894862604541e-05
LP001319,Male,1,2,Not Graduate,0,3273,1820.0,81.0,360.0,1.0,Urban,1,4.406719247264253,8.09376775793108,5093.0,8.535818655539403,9.0,0.225,4.4178283919104653e-05
LP001322,Male,0,0,Graduate,0,4133,0.0,122.0,360.0,1.0,Semiurban,1,4.812184355372417,8.327000740241713,4133.0,8.327000740241713,11.045361017187261,0.3388888888888889,8.199585988117321e-05
LP001325,Male,0,0,Not Graduate,0,3620,0.0,25.0,120.0,1.0,Semiurban,1,3.258096538021482,8.19450550976564,3620.0,8.19450550976564,5.0,0.20833333333333334,5.7550644567219155e-05
LP001326,Male,0,0,Graduate,0,6782,0.0,128.0,360.0,1.0,Urban,0,4.859812404361672,8.82217476094608,6782.0,8.82217476094608,11.313708498984761,0.35555555555555557,5.24263573511583e-05
LP001327,Female,1,0,Graduate,0,2484,2302.0,137.0,360.0,1.0,Semiurban,1,4.927253685157205,7.818027938530729,4786.0,8.473659189392508,11.704699910719626,0.38055555555555554,7.951432418628407e-05
LP001333,Male,1,0,Graduate,0,1977,997.0,50.0,360.0,1.0,Semiurban,1,3.9318256327243257,7.589841512182657,2974.0,7.99799931797973,7.0710678118654755,0.1388888888888889,4.670103863109916e-05
LP001334,Male,1,0,Not Graduate,0,4188,0.0,115.0,180.0,1.0,Semiurban,1,4.7535901911063645,8.340217320947035,4188.0,8.340217320947035,10.723805294763608,0.6388888888888888,0.00015255226573278148
LP001343,Male,1,0,Graduate,0,1759,3541.0,131.0,360.0,1.0,Semiurban,1,4.882801922586371,7.473069088032197,5300.0,8.575650760987806,11.445523142259598,0.3638888888888889,6.865828092243186e-05
LP001345,Male,1,2,Not Graduate,0,4288,3263.0,133.0,180.0,1.0,Urban,1,4.897839799950911,8.36380888451688,7551.0,8.929567707825337,11.532562594670797,0.7388888888888889,9.78531173207375e-05
LP001349,Male,0,0,Graduate,0,4843,3806.0,151.0,360.0,1.0,Semiurban,1,5.0238805208462765,8.485496104672983,8649.0,9.065314599925925,12.288205727444508,0.41944444444444445,4.8496293726956235e-05
LP001350,Male,1,0,Graduate,0,13650,0.0,128.0,360.0,1.0,Urban,1,4.859812404361672,9.521568058002977,13650.0,9.521568058002977,11.313708498984761,0.35555555555555557,2.604802604802605e-05
LP001356,Male,1,0,Graduate,0,4652,3583.0,128.0,360.0,1.0,Semiurban,1,4.859812404361672,8.445267451844648,8235.0,9.01627006814768,11.313708498984761,0.35555555555555557,4.317614517978817e-05
LP001357,Male,1,0,Graduate,0,3816,754.0,160.0,360.0,1.0,Urban,1,5.081404364984463,8.247220052745229,4570.0,8.427487278331744,12.649110640673518,0.4444444444444444,9.725261366399222e-05
LP001367,Male,1,1,Graduate,0,3052,1030.0,100.0,360.0,1.0,Urban,1,4.61512051684126,8.023879992734878,4082.0,8.314587291319576,10.0,0.2777777777777778,6.804943110675595e-05
LP001369,Male,1,2,Graduate,0,11417,1126.0,225.0,360.0,1.0,Urban,1,5.420534999272286,9.342946336524204,12543.0,9.436997742590188,15.0,0.625,4.98285896515985e-05
LP001370,Male,0,0,Not Graduate,0,7333,0.0,120.0,360.0,1.0,Rural,0,4.795790545596741,8.900276348631271,7333.0,8.900276348631271,10.954451150103322,0.3333333333333333,4.545661166416655e-05
LP001379,Male,1,2,Graduate,0,3800,3600.0,216.0,360.0,0.0,Urban,0,5.37989735354046,8.24301946898925,7400.0,8.909370405197466,14.696938456699069,0.6,8.108108108108108e-05
LP001384,Male,1,3+,Not Graduate,0,2071,754.0,94.0,480.0,1.0,Semiurban,1,4.553876891600541,7.6362696033793735,2825.0,7.946617563244473,9.695359714832659,0.19583333333333333,6.932153392330384e-05
LP001385,Male,0,0,Graduate,0,5316,0.0,136.0,360.0,1.0,Urban,1,4.919980925828125,8.57866451350434,5316.0,8.57866451350434,11.661903789690601,0.37777777777777777,7.106429228325391e-05
LP001387,Female,1,0,Graduate,0,2929,2333.0,139.0,360.0,1.0,Semiurban,1,4.941642422609304,7.982757702011113,5262.0,8.56845648535378,11.789826122551595,0.3861111111111111,7.337725410701466e-05
LP001391,Male,1,0,Not Graduate,0,3572,4114.0,152.0,360.0,0.0,Rural,0,5.030437921392435,8.181160858023409,7686.0,8.947285869349132,12.328828005937952,0.4222222222222222,5.493393471535548e-05
LP001392,Female,0,1,Graduate,1,7451,0.0,128.0,360.0,1.0,Semiurban,1,4.859812404361672,8.916237731721479,7451.0,8.916237731721479,11.313708498984761,0.35555555555555557,4.771917266884386e-05
LP001398,Male,0,0,Graduate,0,5050,0.0,118.0,360.0,1.0,Semiurban,1,4.77912349311153,8.527341522468053,5050.0,8.527341522468053,10.862780491200215,0.3277777777777778,6.490649064906491e-05
LP001401,Male,1,1,Graduate,0,14583,0.0,185.0,180.0,1.0,Rural,1,5.225746673713202,9.5876803163585,14583.0,9.5876803163585,13.601470508735444,1.0277777777777777,7.047780139736527e-05
LP001404,Female,1,0,Graduate,0,3167,2283.0,154.0,360.0,1.0,Semiurban,1,5.043425116919247,8.060855752934316,5450.0,8.603554357064281,12.409673645990857,0.42777777777777776,7.849133537206931e-05
LP001405,Male,1,1,Graduate,0,2214,1398.0,85.0,360.0,1.0,Urban,1,4.454347296253507,7.703007682479236,3612.0,8.19229373114764,9.219544457292887,0.2361111111111111,6.536852467085025e-05
LP001421,Male,1,0,Graduate,0,5568,2142.0,175.0,360.0,1.0,Rural,0,5.170483995038151,8.624970783589669,7710.0,8.95040315983296,13.228756555322953,0.4861111111111111,6.304943075371091e-05
LP001422,Female,0,0,Graduate,0,10408,0.0,259.0,360.0,1.0,Urban,1,5.560681631015528,9.250426095515468,10408.0,9.250426095515468,16.09347693943108,0.7194444444444444,6.912417798274832e-05
LP001426,Male,1,0,Graduate,0,5667,2667.0,180.0,360.0,1.0,Rural,1,5.198497031265826,8.64259160081057,8334.0,9.028218795184895,13.416407864998739,0.5,5.999520038396928e-05
LP001430,Female,0,0,Graduate,0,4166,0.0,44.0,360.0,1.0,Semiurban,1,3.8066624897703196,8.334951631422454,4166.0,8.334951631422454,6.6332495807108,0.12222222222222222,2.9338027417720166e-05
LP001431,Female,0,0,Graduate,0,2137,8980.0,137.0,360.0,0.0,Semiurban,1,4.927253685157205,7.6676260915849905,11117.0,9.316320695513415,11.704699910719626,0.38055555555555554,3.4231857115728664e-05
LP001432,Male,1,2,Graduate,0,2957,0.0,81.0,360.0,1.0,Semiurban,1,4.406719247264253,7.992268643270745,2957.0,7.992268643270745,9.0,0.225,7.609063239770038e-05
LP001439,Male,1,0,Not Graduate,0,4300,2014.0,194.0,360.0,1.0,Rural,1,5.272999558563747,8.366602832783736,6314.0,8.750683034784592,13.92838827718412,0.5388888888888889,8.53482560799634e-05
LP001443,Female,0,0,Graduate,0,3692,0.0,93.0,360.0,1.0,Rural,1,4.543294782270004,8.214194414852564,3692.0,8.214194414852564,9.643650760992955,0.25833333333333336,6.997110870350308e-05
LP001448,Male,1,3+,Graduate,0,23803,0.0,370.0,360.0,1.0,Rural,1,5.916202062607435,10.077608912764743,23803.0,10.077608912764743,19.235384061671343,1.0277777777777777,4.3178497575002216e-05
LP001449,Male,0,0,Graduate,0,3865,1640.0,128.0,360.0,1.0,Rural,1,4.859812404361672,8.259975659768276,5505.0,8.613593685702552,11.313708498984761,0.35555555555555557,6.458774851145423e-05
LP001451,Male,1,1,Graduate,1,10513,3850.0,160.0,180.0,0.0,Urban,0,5.081404364984463,9.260462981379394,14363.0,9.572480355345974,12.649110640673518,0.8888888888888888,6.188741132694345e-05
LP001465,Male,1,0,Graduate,0,6080,2569.0,182.0,360.0,1.0,Rural,0,5.209486152841421,8.71292443512011,8649.0,9.065314599925925,13.490737563232042,0.5055555555555555,5.84524864788479e-05
LP001469,Male,0,0,Graduate,1,20166,0.0,650.0,480.0,1.0,Urban,1,6.478509642208569,9.911802884139842,20166.0,9.911802884139842,25.495097567963924,1.3541666666666667,6.71509801976925e-05
LP001473,Male,0,0,Graduate,0,2014,1929.0,74.0,360.0,1.0,Urban,1,4.31748811353631,7.608374474380783,3943.0,8.279950715722526,8.602325267042627,0.20555555555555555,5.213176656240313e-05
LP001478,Male,0,0,Graduate,0,2718,0.0,70.0,360.0,1.0,Semiurban,1,4.2626798770413155,7.908019444632471,2718.0,7.908019444632471,8.366600265340756,0.19444444444444445,7.15395307006786e-05
LP001482,Male,1,0,Graduate,1,3459,0.0,25.0,120.0,1.0,Semiurban,1,3.258096538021482,8.14902386805177,3459.0,8.14902386805177,5.0,0.20833333333333334,6.022935337766214e-05
